"CustomerAge","Married","HouseholdSize","AccountAge","PaymentMethod","LastNewPhone","BasePlan","IntlPlan","Deal","CustServCall","NumVmail","NumText","NumApps","DayMin","DayCall","DayCharge","EveMin","EveCall","EveCharge","NightMin","NightCall","NightCharge","IntlMin","IntlCall","IntlCharge","DayData","EveData","NightData","Cancel"
40,"divorced",2,87,"Automatic",30,"deluxe","Yes","Yes",3,0,110,18,191.4,90,31.24,199.8,103,23.23,302.6,95,18.22,12.2,2,3.44,161.3,152,269,"No"
51,"married",2,87,"Automatic",34,"standard","Yes","No",3,0,68,15,215.7,70,35.21,126.3,79,15.85,200,79,11.23,11.8,5,3.3,132.3,163,83,"No"
57,"married",1,87,"Automatic",19,"economy","Yes","No",1,0,96,18,149.4,69,24.37,218.3,116,22.42,234.3,89,13.22,8.2,5,2.3,184.7,50,258,"Yes"
46,"divorced",5,88,"Check",28,"economy","Yes","Yes",4,19,77,4,363.4,50,59.3,210.1,110,23.06,183.5,70,11.5,6.6,2,1.84,154.1,95,125,"No"
65,"married",4,88,"Automatic",33,"economy","Yes","No",2,0,62,5,302.5,73,49.37,215.2,70,24.98,178.2,104,10.01,12.6,2,3.53,33.9,80,277,"No"
64,"married",4,88,"Automatic",32,"economy","Yes","Yes",1,0,133,11,198,58,32.32,141.2,86,13.11,223.6,98,12.62,13.5,4,3.79,146,186,206,"No"
40,"single",3,88,"Check",14,"deluxe","Yes","No",4,28,0,4,228.8,59,37.34,248.6,68,22.66,159.6,65,10.15,11.1,4,3.12,141.2,225,244,"No"
56,"married",1,88,"Automatic",24,"standard","Yes","Yes",1,32,136,14,261.7,74,42.71,268.5,73,27.41,227.2,110,12.77,3.9,4,1.12,91.1,88,118,"No"
31,"divorced",1,88,"Automatic",23,"economy","Yes","No",3,0,86,10,272.4,102,44.46,163,82,13.95,192.6,58,10.81,9.7,2,2.71,173.4,78,95,"No"
32,"single",3,88,"Automatic",17,"economy","Yes","Yes",1,0,85,7,368.9,73,60.2,193,102,21.21,278.6,68,16.92,6.6,6,1.84,141.2,85,190,"Yes"
65,"single",5,88,"Automatic",19,"standard","Yes","Yes",3,0,96,11,359.8,62,58.73,218.2,43,21.09,270.2,63,15.25,6.2,2,1.75,109.7,76,195,"Yes"
59,"married",1,88,"Check",11,"standard","No","Yes",2,0,120,16,260,78,42.44,231.4,83,21.03,284.1,89,17.18,14.5,2,4.06,166.2,203,298,"Yes"
33,"single",3,88,"Automatic",18,"standard","Yes","No",1,0,160,3,303.7,69,49.57,199.1,91,17.74,169.5,57,10.78,12.7,2,3.55,141.2,149,214,"No"
36,"single",2,88,"Automatic",12,"economy","No","No",0,27,110,20,253.3,85,41.33,173.4,102,19.29,225,86,13.85,10.4,10,2.92,107.3,169,243,"No"
47,"married",1,89,"Automatic",11,"standard","Yes","No",1,0,56,8,212.4,54,34.68,224.1,83,20.3,241.9,63,13.64,14.2,2,4,133.9,80,114,"No"
60,"married",5,89,"Automatic",6,"standard","No","Yes",1,0,98,18,380.2,78,62.05,204.2,74,20.89,221.3,60,12.49,7.5,2,2.1,33.1,87,291,"Yes"
37,"married",4,89,"Credit",9,"deluxe","Yes","Yes",0,0,169,19,443.2,72,72.32,231.7,88,22.31,172.4,94,10.87,7,7,1.96,20.2,144,242,"Yes"
63,"divorced",4,89,"Automatic",15,"standard","Yes","Yes",4,25,0,7,230.9,94,37.67,199.1,98,17.58,203.1,78,12.67,9.6,6,2.68,11.3,176,317,"Yes"
52,"married",1,89,"Automatic",10,"standard","Yes","No",1,0,0,9,271.6,73,44.33,216,110,24.9,173.2,83,10.92,11.8,4,3.3,161.3,161,234,"No"
21,"single",3,89,"Automatic",21,"standard","No","Yes",3,0,70,19,205.5,43,33.53,178,90,15.57,225.8,74,12.74,18.6,2,5.22,149.2,131,319,"Yes"
48,"married",5,89,"Credit",23,"standard","Yes","Yes",2,0,146,8,369.5,77,60.3,314.6,135,34.95,175.8,106,11.12,6,1,1.69,83.1,221,93,"Yes"
33,"married",4,89,"Automatic",11,"standard","Yes","No",1,0,84,19,162.4,58,26.51,149.3,70,12.62,237.9,66,14.57,8.6,6,2.39,100.8,185,88,"No"
67,"married",4,90,"Credit",9,"economy","Yes","Yes",0,0,175,11,446.5,30,72.86,247.4,76,23.85,197.5,59,12.34,13.6,5,3.83,154.1,204,111,"Yes"
37,"married",5,90,"Automatic",2,"deluxe","Yes","No",3,32,54,6,159.4,77,26,246.1,86,28.06,269.4,70,16.36,12.2,6,3.41,151.6,149,111,"No"
42,"married",4,90,"Automatic",30,"standard","Yes","No",2,0,0,18,364.7,78,59.51,185.8,95,21.87,184,70,11.58,11.1,8,3.12,116.2,86,122,"No"
45,"married",4,90,"Check",12,"standard","No","Yes",0,0,68,10,312.7,67,51.04,219.2,112,19.8,271.8,86,16.54,12.4,2,3.47,154.9,83,318,"No"
42,"single",2,90,"Check",10,"economy","Yes","No",4,0,60,14,255.5,23,41.7,286,125,26.73,203.1,79,11.4,5.9,6,1.67,68.6,137,110,"No"
39,"married",3,90,"Credit",13,"standard","Yes","No",1,0,0,19,211.8,69,34.56,99.8,105,10.08,303.7,72,17.08,10.5,6,2.95,110.5,89,273,"No"
33,"married",2,90,"Check",25,"standard","Yes","No",3,0,0,5,367,53,59.89,238.9,69,24.52,265,75,16.15,11.4,6,3.2,164.6,171,256,"Yes"
43,"married",5,90,"Automatic",34,"economy","Yes","No",0,0,156,14,186.2,66,30.38,247.4,111,22.54,125.5,70,8.22,18.2,4,5.11,173.4,130,317,"No"
36,"married",2,91,"Automatic",3,"economy","Yes","No",1,22,0,5,213.4,84,34.82,253.5,96,28.9,129.8,53,8.47,11.1,2,3.12,133.9,162,166,"No"
64,"divorced",3,91,"Automatic",23,"standard","Yes","Yes",0,0,142,14,453.5,46,74.02,215,109,25.05,282.1,78,17.06,11,6,3.08,79,207,175,"Yes"
40,"married",5,91,"Automatic",24,"standard","Yes","No",1,0,62,18,172.8,62,28.21,216.7,127,24.98,192.7,79,10.87,13.4,2,3.76,185.5,205,218,"No"
38,"married",4,91,"Automatic",2,"standard","Yes","Yes",2,23,48,11,263,61,42.92,260.7,124,25.39,263.4,66,16.01,18.3,5,5.14,171,70,210,"No"
44,"married",5,91,"Credit",3,"economy","Yes","No",0,0,118,7,274,72,44.72,199.5,110,20.66,267.7,90,16.32,7.3,10,2.04,25,59,199,"No"
45,"single",1,91,"Check",26,"standard","No","No",2,29,26,17,130.2,71,21.25,159.8,91,13.69,211.8,84,11.9,11,6,3.08,98.4,108,311,"No"
34,"single",2,91,"Automatic",25,"standard","Yes","No",1,0,0,8,271.8,65,44.36,131.1,76,15.03,150.5,79,8.44,14.1,2,3.95,19.4,199,174,"No"
61,"married",1,91,"Automatic",7,"standard","Yes","Yes",7,0,110,13,229.8,50,37.5,137,72,16.87,198.2,75,12.32,9.8,1,2.75,43.6,149,296,"Yes"
36,"married",5,92,"Automatic",4,"standard","Yes","No",1,0,128,6,249.6,82,40.74,135.1,105,11.17,196.4,90,12.28,8.9,4,2.48,92.8,194,146,"No"
36,"married",4,92,"Credit",3,"deluxe","Yes","No",1,0,104,6,298.5,63,48.72,247,61,27.99,124.5,91,8.22,9.8,4,2.75,82.3,62,178,"No"
50,"divorced",1,92,"Automatic",17,"standard","Yes","No",1,0,146,13,103.5,62,16.9,185.5,105,20.6,204.1,102,12.71,12.8,1,3.59,79,108,183,"No"
34,"divorced",5,92,"Automatic",9,"standard","Yes","Yes",3,37,0,21,214.4,78,34.98,169.6,97,17.33,135.3,81,7.57,13.6,5,3.83,37.1,127,104,"No"
41,"married",5,92,"Automatic",20,"standard","Yes","No",3,0,100,18,245.9,66,40.13,176.2,79,19.32,189.2,50,11.83,9,4,2.51,134.7,50,277,"No"
30,"single",4,92,"Check",22,"standard","Yes","No",0,38,60,10,294.7,72,48.08,197.4,100,20.1,352,89,21.01,11.8,10,3.3,146,187,304,"No"
30,"divorced",2,92,"Check",2,"standard","Yes","No",0,0,36,12,268.2,59,43.76,219,77,21.08,191.1,70,11.93,11.4,12,3.2,71.8,145,295,"No"
59,"single",4,92,"Automatic",9,"standard","Yes","Yes",0,0,100,10,385,72,62.83,210.3,82,20.2,166,79,10.52,10.8,4,3.04,180.7,158,282,"Yes"
32,"married",5,92,"Automatic",8,"economy","Yes","Yes",0,0,0,15,262.7,56,42.86,333.1,111,34.05,261.2,61,15.89,6.8,4,1.9,143.6,114,215,"No"
26,"divorced",3,92,"Check",22,"standard","Yes","No",1,0,0,10,279.7,80,45.65,189.4,82,16.75,225,93,13.9,14.3,2,4.03,159.7,135,164,"No"
47,"married",4,92,"Automatic",10,"standard","Yes","Yes",4,32,0,19,285.3,88,46.57,210.6,105,20.08,174.2,82,10.97,7.8,14,2.2,98.4,57,309,"No"
20,"divorced",5,92,"Automatic",8,"standard","Yes","Yes",2,0,84,3,397.5,64,64.88,243.9,90,27.76,235.3,113,13.28,13.2,2,3.71,29.8,187,243,"Yes"
42,"divorced",2,92,"Check",9,"economy","Yes","No",3,0,0,15,304.5,66,49.68,239.4,93,26.15,128.9,77,7.27,10.2,5,2.87,120.2,190,265,"No"
46,"married",4,92,"Automatic",19,"standard","Yes","No",0,32,92,12,131.9,56,21.52,272.1,98,27.94,240.7,84,14.78,13.8,4,3.88,91.1,105,297,"No"
55,"single",3,92,"Automatic",9,"standard","Yes","Yes",3,0,156,12,310.6,55,50.69,285,95,29.45,212.9,83,13.16,14.9,2,4.16,71,169,206,"Yes"
37,"divorced",1,92,"Automatic",11,"standard","Yes","No",1,0,181,16,313.4,50,51.13,215.8,105,22.17,223.8,77,13.78,12.6,5,3.53,153.3,171,138,"No"
43,"divorced",3,93,"Automatic",7,"standard","Yes","No",1,30,120,11,218.8,68,35.71,156.6,94,13.2,224.6,83,13.87,13.5,17,3.79,107.3,213,157,"No"
50,"divorced",1,93,"Check",7,"standard","Yes","No",2,27,0,8,146.4,42,23.9,236.3,98,25.49,199.5,47,12.41,5.9,2,1.67,37.1,112,298,"No"
35,"divorced",3,93,"Automatic",34,"standard","Yes","No",0,0,0,13,190.6,66,31.1,205.4,87,24.06,215.8,104,12.12,8.1,4,2.28,162.9,179,222,"No"
43,"married",2,93,"Credit",23,"economy","Yes","Yes",2,0,82,12,219.3,80,35.8,255.4,84,23.59,198.8,62,11.17,7.5,4,2.1,170.2,68,270,"No"
34,"married",1,93,"Automatic",29,"deluxe","Yes","Yes",3,38,90,12,227.3,62,37.09,233.3,108,25.27,274.5,55,16.69,7.9,6,2.22,77.4,87,206,"No"
31,"married",3,93,"Credit",15,"economy","Yes","Yes",1,0,0,8,201.9,85,32.95,179.4,69,16.94,247.8,54,13.93,10.3,2,2.88,13.7,69,240,"No"
48,"married",3,94,"Check",25,"standard","Yes","No",2,33,121,11,315.7,78,51.52,137.6,82,12.75,224,58,13.79,9.9,7,2.77,62.1,192,169,"No"
45,"single",3,94,"Automatic",3,"standard","Yes","No",0,0,193,4,288.5,53,47.09,203.9,86,17.99,211.8,65,13.1,11.8,2,3.3,129.9,163,215,"No"
47,"single",2,94,"Automatic",30,"deluxe","No","No",2,0,0,4,297,46,48.47,195,110,18.71,154.8,74,8.74,3.8,6,1.04,175.8,216,206,"No"
63,"married",5,94,"Automatic",7,"economy","Yes","No",0,0,131,2,175.9,69,28.69,282.9,113,31.76,212.8,58,13.21,13,5,3.65,21,215,198,"No"
35,"married",2,95,"Automatic",8,"economy","Yes","Yes",3,0,58,10,309.4,52,50.5,184.8,59,17.51,204.5,85,11.53,7.4,2,2.08,114.5,121,215,"No"
59,"married",1,95,"Check",32,"deluxe","Yes","Yes",6,0,299,6,228,62,37.21,198.4,131,17.51,151.6,88,8.56,11.4,2,3.18,40.3,221,87,"Yes"
33,"married",2,95,"Credit",29,"economy","Yes","Yes",1,0,0,22,140.3,61,22.88,282.6,126,28.85,156,80,10.01,11.1,2,3.12,38.7,72,238,"No"
64,"married",2,95,"Check",2,"standard","Yes","Yes",4,15,226,16,123.5,56,20.16,242.6,70,23.51,174.4,88,9.85,9.7,6,2.71,15.3,147,262,"Yes"
68,"single",5,95,"Automatic",17,"standard","Yes","No",0,21,184,12,310.1,69,50.6,256.2,96,23.52,258.6,62,15.8,10.2,2,2.87,148.4,115,215,"No"
33,"divorced",3,95,"Credit",13,"deluxe","Yes","No",1,0,204,7,277,34,45.19,240.2,94,21.71,266.7,82,15,12.5,2,3.5,129.9,160,158,"No"
32,"married",5,95,"Credit",14,"economy","Yes","No",1,0,84,19,194.3,46,31.7,160.5,86,19.28,222.7,70,13.72,8.6,5,2.39,168.6,126,118,"No"
61,"married",5,95,"Automatic",6,"standard","No","No",4,0,0,10,271.2,62,44.24,221.8,105,25.4,221.2,101,13.68,8.6,4,2.42,77.4,221,302,"No"
36,"married",2,95,"Automatic",25,"economy","Yes","No",1,0,149,11,206.9,59,33.78,123.5,86,10.06,285.4,74,16.1,9.4,2,2.63,25.8,126,103,"No"
49,"married",2,95,"Automatic",30,"deluxe","Yes","Yes",8,0,91,16,176.4,78,28.79,203.4,84,19.66,146.7,115,8.22,12.7,5,3.55,50,155,247,"Yes"
53,"married",5,95,"Automatic",8,"standard","Yes","No",6,19,58,15,389.4,70,63.54,250.1,98,25.59,158.4,62,8.88,6.6,1,1.84,78.2,131,194,"No"
35,"divorced",1,95,"Check",2,"standard","Yes","No",1,26,0,16,310,50,50.58,195.4,102,18.58,295.9,86,16.7,13.4,2,3.76,88.7,183,282,"No"
59,"married",3,96,"Automatic",26,"standard","No","Yes",2,0,124,5,223.3,84,36.44,174.5,93,17.85,136.6,90,8.86,11.8,2,3.32,63.7,162,98,"Yes"
30,"divorced",4,96,"Automatic",26,"standard","Yes","No",3,20,30,14,362.8,42,59.21,105.9,106,11.04,220,83,12.36,8.9,2,2.48,87.1,49,97,"No"
39,"married",4,96,"Credit",11,"standard","Yes","Yes",2,0,0,10,210.8,68,34.4,234.3,107,23.97,288.8,115,16.24,9.3,5,2.59,75.8,125,182,"No"
42,"married",4,96,"Automatic",26,"economy","Yes","No",2,27,137,13,137.4,54,22.42,273.3,116,29.54,268.2,69,15.13,10.2,6,2.87,69.4,58,142,"No"
54,"divorced",3,96,"Automatic",29,"standard","Yes","Yes",2,0,90,4,443.4,68,72.37,211.2,86,24.64,196.9,98,11.06,9.8,4,2.75,139.5,130,230,"Yes"
33,"divorced",5,96,"Automatic",31,"standard","Yes","No",3,0,82,8,170.9,58,27.89,178.7,95,18.52,269.7,83,16.42,7.8,5,2.2,82.3,203,90,"No"
32,"married",1,96,"Automatic",34,"standard","Yes","No",3,0,0,7,232.5,67,37.96,176.7,95,18.15,257.8,81,14.54,10.3,10,2.88,93.6,155,126,"No"
60,"married",3,96,"Automatic",8,"standard","Yes","Yes",3,0,65,15,170.6,53,27.85,212.3,112,21.64,305.9,90,17.2,7,7,1.96,30.7,194,204,"No"
59,"married",3,96,"Check",15,"standard","Yes","No",3,26,52,2,216.2,75,35.27,205,124,22.36,238.6,84,13.46,8.7,5,2.45,165.4,124,314,"No"
33,"single",4,96,"Automatic",1,"standard","Yes","Yes",3,29,0,11,97.5,104,15.91,175,110,15.01,258.7,81,15.74,11.5,5,3.24,137.1,162,258,"No"
25,"single",3,96,"Credit",15,"standard","Yes","No",2,0,0,7,327.3,62,53.41,171.9,91,18.96,297.4,101,16.78,11,6,3.08,17.7,69,298,"No"
33,"married",3,96,"Check",33,"standard","Yes","No",2,30,230,16,171.9,63,28.06,243.1,74,22.34,226.6,73,12.79,10.6,6,2.98,71,62,147,"No"
43,"married",5,97,"Automatic",3,"standard","Yes","Yes",3,0,163,15,243.7,46,39.76,259.7,95,26.58,212.3,67,13.13,9,6,2.51,115.3,176,132,"No"
67,"single",5,97,"Automatic",26,"standard","Yes","No",3,0,46,19,253.7,52,41.41,180.5,96,16.97,193.1,73,10.9,14.2,2,4,142,210,130,"No"
41,"married",5,97,"Automatic",14,"standard","Yes","Yes",4,0,101,19,117.8,72,19.24,232.1,64,26.47,200.7,57,12.53,12.1,2,3.38,122.6,43,228,"Yes"
24,"single",5,97,"Automatic",3,"standard","Yes","Yes",0,27,82,21,361.4,73,58.98,222.8,119,20.25,163.9,67,10.4,8.1,2,2.28,68.6,204,178,"No"
69,"married",4,97,"Automatic",8,"standard","Yes","Yes",6,0,161,21,207.7,53,33.89,230.1,105,22.06,215.6,98,12.12,10.1,2,2.83,67.8,56,137,"Yes"
33,"married",2,97,"Check",8,"standard","Yes","Yes",0,0,125,12,79.8,80,13.02,70.2,106,4.42,195.7,104,11.05,12,2,3.36,132.3,62,172,"No"
44,"married",1,97,"Check",15,"economy","Yes","Yes",1,0,0,16,314.5,58,51.32,170.3,93,17.4,162.2,69,10.34,12.2,2,3.44,39.5,152,270,"No"
63,"single",3,97,"Credit",30,"standard","Yes","Yes",4,0,64,7,100.8,55,16.45,167,77,17.24,253.2,58,14.23,8.6,2,2.39,103.2,68,120,"Yes"
24,"married",2,97,"Automatic",29,"standard","Yes","Yes",1,28,112,15,249.7,58,40.75,221,110,21.37,218.8,80,13.55,11.8,4,3.32,19.4,124,307,"No"
44,"single",5,97,"Automatic",9,"economy","Yes","No",1,0,116,19,318,67,51.9,180.2,98,19.73,72.2,103,4.03,13.5,6,3.79,93.6,114,287,"No"
60,"married",3,98,"Check",19,"economy","No","Yes",4,0,173,8,323.3,62,52.76,260.2,72,28.28,301,58,16.99,7.5,2,2.1,54,204,202,"Yes"
49,"single",4,98,"Automatic",15,"standard","Yes","Yes",1,0,0,13,245.7,52,40.1,243.8,69,26.34,138.9,92,7.84,9.4,4,2.65,41.9,73,290,"No"
66,"married",4,98,"Automatic",32,"standard","No","Yes",1,23,121,7,396.7,73,64.75,212.3,70,20.32,240.4,90,13.57,13.5,5,3.79,63.7,225,259,"No"
33,"single",4,98,"Check",25,"standard","Yes","Yes",1,0,102,19,448.7,72,73.22,173.3,100,16.24,172.5,74,10.87,7.8,1,2.2,114.5,193,159,"Yes"
31,"single",3,98,"Automatic",3,"economy","Yes","Yes",4,0,127,6,414.6,87,67.67,267.2,67,30.31,140,90,7.9,13.9,2,3.91,187.1,158,277,"Yes"
59,"married",1,98,"Credit",23,"standard","Yes","Yes",6,0,70,17,177.7,46,28.99,221,63,25.66,227.2,77,12.77,10.7,4,3,21,56,117,"Yes"
62,"single",5,98,"Credit",30,"standard","Yes","Yes",2,0,0,8,203.8,53,33.25,321.8,61,32.97,247.7,60,13.98,6.6,4,1.87,17.7,212,158,"No"
42,"married",5,98,"Automatic",9,"economy","Yes","Yes",3,0,0,18,296.5,74,48.38,226.5,78,20.3,180.3,50,11.38,12.2,1,3.44,49.2,178,237,"No"
43,"single",3,98,"Automatic",17,"standard","Yes","No",1,0,24,4,247.1,82,40.33,310.2,86,33.41,195.9,92,11,7.9,2,2.22,43.6,83,162,"No"
35,"single",5,99,"Check",26,"standard","Yes","No",0,0,0,13,264.1,53,43.12,170.2,82,20.27,179.7,106,11.28,6.3,2,1.79,134.7,57,311,"No"
40,"married",5,99,"Automatic",32,"standard","Yes","No",2,0,0,14,295.5,62,48.22,122.5,110,9.78,140.8,60,9.14,12.2,2,3.44,162.9,65,290,"No"
59,"divorced",4,99,"Check",3,"standard","No","Yes",4,0,68,15,203.8,62,33.25,230,102,23.54,141.3,74,9.17,9.6,1,2.68,100,122,312,"Yes"
60,"divorced",4,99,"Automatic",28,"economy","Yes","No",1,0,227,7,266.3,53,43.46,161.2,71,17.87,315.7,46,17.77,13.2,2,3.71,64.5,50,289,"No"
33,"married",1,99,"Credit",28,"standard","Yes","No",0,22,126,17,134.5,62,21.95,213.9,62,22.13,225.8,96,13.94,6.2,2,1.72,129.9,220,262,"No"
36,"divorced",1,99,"Automatic",31,"economy","Yes","No",3,0,0,2,123.1,42,20.09,184.9,94,17.75,237.9,89,13.37,12.8,1,3.59,101.6,54,125,"No"
29,"married",5,99,"Automatic",30,"standard","Yes","No",1,29,0,14,288.6,72,47.1,261.4,95,28.07,237,70,13.32,9,6,2.54,40.3,116,176,"No"
51,"single",2,99,"Check",22,"economy","Yes","No",2,0,211,13,305.3,59,49.81,193.7,93,21.37,298.1,95,17.96,12.9,6,3.62,167.8,169,268,"No"
33,"single",4,99,"Automatic",30,"standard","Yes","No",1,0,71,8,189.6,62,30.94,201.1,57,21.97,270.1,95,16.39,11.4,5,3.2,51.6,176,186,"No"
61,"single",1,99,"Credit",19,"standard","No","Yes",0,23,79,11,232.4,66,37.92,196.3,97,21.57,224.5,58,13.87,13.8,2,3.88,83.9,208,87,"Yes"
53,"married",5,99,"Check",20,"standard","No","Yes",0,17,73,8,154.9,73,25.26,270.6,121,26.55,131,88,7.34,11.5,2,3.24,190.4,158,111,"Yes"
33,"single",4,99,"Automatic",30,"standard","Yes","Yes",1,0,184,17,292.9,40,47.8,183.7,64,21.65,277.4,97,16.8,9.4,1,2.65,39.5,188,292,"Yes"
64,"married",3,100,"Check",10,"standard","Yes","Yes",2,0,0,19,202.4,78,33.02,182.2,78,15.92,143.4,62,8.09,13.8,2,3.88,47.6,163,153,"No"
32,"married",2,100,"Automatic",15,"standard","Yes","Yes",6,0,36,8,212.3,106,34.66,173.4,110,20.78,252.5,62,14.26,12.2,4,3.41,86.3,144,112,"Yes"
58,"divorced",4,100,"Credit",3,"economy","Yes","No",0,0,60,20,261.9,82,42.76,213.8,95,19.15,138.5,48,8.96,14.3,5,4.03,51.6,80,114,"No"
54,"single",5,100,"Automatic",26,"deluxe","Yes","No",1,18,103,7,200.9,62,32.78,286.9,95,28.22,145,76,8.18,6.5,2,1.8,67.8,143,185,"No"
43,"married",3,100,"Automatic",31,"standard","Yes","Yes",1,35,150,5,130.4,57,21.28,227.8,85,22,208.7,50,11.72,11.8,5,3.32,165.4,159,222,"No"
33,"married",2,100,"Automatic",25,"standard","Yes","Yes",1,26,0,7,206.4,70,33.68,276.1,94,31.06,187.8,74,11.8,6,4,1.69,20.2,102,297,"No"
43,"divorced",3,100,"Automatic",17,"standard","Yes","Yes",3,0,43,20,260.3,64,42.48,248.9,99,26.96,95.5,68,5.33,10.3,2,2.88,129.9,131,161,"No"
47,"divorced",5,100,"Automatic",3,"standard","No","No",0,22,0,19,128.6,72,20.99,190.7,117,19.59,253.4,102,14.29,10.3,2,2.88,23.4,175,253,"No"
55,"divorced",3,101,"Credit",31,"economy","Yes","Yes",1,0,140,4,210.4,78,34.33,147.5,117,13.67,181.6,58,10.19,10.7,14,3,162.9,113,209,"Yes"
37,"married",1,101,"Automatic",30,"standard","Yes","No",2,30,60,3,334.3,59,54.55,220.7,84,25.62,241.7,80,13.58,12.6,2,3.53,100.8,157,166,"No"
37,"divorced",4,101,"Check",33,"standard","Yes","No",3,0,132,8,277.6,47,45.3,236.6,108,27.01,228.9,61,12.92,14.2,6,4,138.7,197,134,"No"
52,"married",2,101,"Automatic",15,"deluxe","Yes","No",1,34,46,8,333.1,62,54.35,167.7,132,18.44,221.1,82,12.48,9.3,1,2.59,29.8,129,205,"No"
41,"single",4,101,"Automatic",2,"standard","Yes","No",1,0,0,12,292.1,67,47.66,235.2,107,23.99,233.9,81,13.15,9.4,4,2.63,71.8,76,172,"No"
42,"divorced",2,101,"Automatic",3,"standard","Yes","Yes",2,0,0,22,270.2,53,44.1,197.6,80,23.09,171.8,75,10.88,11.2,2,3.16,133.9,133,162,"No"
44,"divorced",1,101,"Check",2,"standard","Yes","Yes",3,24,97,2,281.4,62,45.91,139.8,87,13.12,222.6,62,13.7,6.9,2,1.92,174.2,196,122,"No"
55,"married",5,102,"Automatic",2,"standard","Yes","Yes",3,0,276,14,368.4,73,60.11,231.1,67,25.21,276.6,70,16.8,11.8,2,3.3,27.4,59,292,"Yes"
46,"single",1,102,"Automatic",13,"economy","Yes","Yes",2,29,115,11,300.7,75,49.08,118,55,12.29,203.8,66,12.65,9.8,5,2.75,46.8,93,319,"No"
38,"divorced",2,102,"Credit",21,"economy","Yes","No",1,0,97,5,135.3,50,22.08,258,118,28.06,261.2,87,14.75,14.8,4,4.14,185.5,75,278,"No"
25,"married",5,102,"Credit",24,"economy","Yes","No",1,0,134,10,372.8,65,60.84,246.9,121,22.56,153,78,8.63,8.7,6,2.45,178.3,87,294,"Yes"
40,"divorced",2,102,"Automatic",19,"deluxe","No","No",0,0,120,10,351.8,80,57.41,146.8,104,13.84,191.6,78,10.76,12.2,2,3.41,183.9,208,82,"No"
45,"divorced",5,102,"Automatic",6,"economy","No","Yes",2,0,148,8,179.7,72,29.33,270.2,110,27.84,257.1,74,14.51,9.8,2,2.75,163.7,190,116,"Yes"
33,"married",4,102,"Credit",26,"standard","No","Yes",1,0,222,15,86.1,71,14.04,187,117,16.5,233.4,62,14.38,10.8,2,3.04,111.3,221,156,"Yes"
35,"married",5,102,"Automatic",20,"standard","Yes","Yes",0,0,119,7,208.2,57,33.97,192.2,70,18.51,181.6,91,10.25,11.4,2,3.18,140.4,46,90,"No"
36,"divorced",2,102,"Check",12,"economy","No","No",0,0,108,20,429,70,70.01,135.4,92,11.03,230,57,12.92,11,2,3.07,130.7,130,210,"Yes"
49,"divorced",1,102,"Credit",28,"economy","Yes","No",4,19,0,19,184.6,67,30.11,169.8,118,17.36,196.4,69,11.09,12.2,2,3.44,165.4,194,248,"Yes"
42,"married",1,102,"Check",14,"standard","No","No",1,0,103,4,231.6,73,37.79,286.2,115,29.47,207.4,37,11.65,11.8,2,3.32,180.7,138,174,"No"
62,"single",3,103,"Automatic",17,"economy","No","Yes",1,0,180,9,180.7,50,29.48,226.9,99,20.66,163.9,78,9.25,11.5,2,3.24,32.3,102,200,"Yes"
53,"married",5,103,"Automatic",23,"standard","Yes","No",8,38,0,18,209.4,58,34.18,279.8,94,25.78,281,100,15.85,11.8,5,3.3,102.4,86,183,"No"
61,"married",4,103,"Automatic",8,"standard","Yes","Yes",3,0,0,4,262.2,73,42.79,227.8,102,26.11,137.4,93,8.89,8.4,2,2.36,91.1,185,86,"No"
26,"single",3,103,"Automatic",4,"standard","Yes","Yes",0,0,176,15,261.6,43,42.67,271.9,60,30.8,136.8,70,8.93,9.1,4,2.57,8.1,104,201,"No"
31,"married",4,103,"Automatic",3,"standard","No","No",1,0,94,12,298.2,39,48.67,216.5,112,19.36,234.3,84,14.38,18.2,5,5.11,148.4,193,212,"Yes"
42,"married",1,103,"Automatic",20,"standard","Yes","No",3,0,65,17,163.2,58,26.64,211.7,51,23.3,182.2,77,10.24,10.8,6,3.04,10.5,178,270,"No"
27,"married",1,103,"Automatic",11,"deluxe","No","No",1,0,103,15,123.1,60,20.09,354.3,98,37.69,183,58,11.47,8.2,1,2.3,192.8,107,129,"Yes"
38,"married",3,103,"Check",10,"standard","Yes","Yes",1,0,53,8,451.1,68,73.63,157,82,16.19,320.5,87,18.04,9,2,2.54,67,159,182,"Yes"
60,"single",2,103,"Credit",21,"standard","Yes","Yes",3,0,106,6,372.9,67,60.85,211.5,95,18.85,233.3,38,13.16,12,2,3.36,83.9,211,153,"Yes"
64,"married",3,103,"Automatic",17,"economy","Yes","Yes",1,0,114,8,322.3,66,52.61,288.9,101,29.83,246.5,92,15.11,2.1,2,0.59,146.8,67,296,"Yes"
53,"single",2,103,"Credit",10,"economy","Yes","No",0,0,0,12,189.1,75,30.86,213,80,23.09,158.9,99,8.92,13.9,2,3.91,112.1,158,267,"No"
65,"married",2,103,"Automatic",14,"standard","No","Yes",1,34,78,13,310.3,75,50.65,125.2,114,11.38,204.3,95,12.67,14.6,6,4.08,187.9,208,250,"Yes"
40,"married",1,104,"Automatic",19,"standard","No","Yes",4,21,173,19,271,80,44.23,224.7,126,24.3,298,79,16.76,9.9,5,2.77,141.2,179,292,"No"
